classmark,title,date_from,date_to,summary,medical_terms
MS-TS-AR-00052-00168,Medical,0500-01-01,1899-12-31,"Opening of a Judaeo-Arabic version of the medical compendium by Saʿīd ibn Hibat Allāh, Al-muḡnī fī l-ṭibb (‘The sufficient [book] on medicine’).","['hibat', 'medical', 'medicine']"
MS-TS-AR-00052-00246,Medical,0500-01-01,1899-12-31,"Leaf from a medical work presented in the form of questions and answers, and dealing with the treatment of chronic fevers. Answers are attributed to the physician Ephraim ibn Ḥasan ibn Isḥāq ibn Ibrāhīm al-Isrāʾīlī.","['chronic', 'fever', 'medical', 'physician', 'treatment']"
MS-TS-AR-00053-00035,Medical,0500-01-01,1899-12-31,"Leaves from a medical notebook with notes of names of simples, apparently in no particular order. P3 recto mentions a certain Abū l-Ḵayr al-Ṭabīb.",['medical']
MS-TS-AR-00053-00064,Medical,0500-01-01,1899-12-31,"Bifolium from a theoretical medical text in a very elegant Kufic hand. The text appears to be strictly Galenic, possibly a translation or abridgement of a work by Galen.","['galen', 'hand', 'medical']"
MS-TS-AS-00074-00091,Medical,0500-01-01,1899-12-31,"Leaf from a medical work dealing with basic bodily functions (sleep, digestion, and exercise) according to the Galenic idea of the ‘six non-naturals’.","['bodily', 'exercise', 'medical', 'sleep']"
MS-TS-AS-00082-00071,Medical,0500-01-01,1899-12-31,"Part of an unidentified medical text organised in chapters, and preserving material in transliteration from Italian. The extant text includes section headings 116-121, which treat digestion, appetite, stomach ailments and abscesses, and the general management of illnesses of the digestive system.","['abscess', 'ailment', 'appetite', 'illness', 'medical', 'stomach', 'treat']"
MS-TS-AS-00082-00114,Medical,0500-01-01,1899-12-31,"Leaf from a medical work focussing on urine, and problems of the urinary tract and bladder, in particular calculi. The fragment mentions Hippocrates’ Epidemics.","['bladder', 'epidemic', 'hippocrates', 'medical', 'tract', 'urinary', 'urine']"
MS-TS-AS-00087-00077,Medical,0500-01-01,1899-12-31,"Part of a leaf from a book of materia medica. Simples mentioned include roses, linseed and lemon, and reference is made to a treatment requiring enema. Verso describes a beverage prepared with oregano and camomile.","['beverage', 'camomile', 'enema', 'lemon', 'linseed', 'medica', 'oregano', 'prepared', 'rose', 'treatment']"
MS-TS-AS-00087-00099,Medical,0500-01-01,1899-12-31,"Part of a leaf of a medical book, dealing with the symptoms of an illness that does not cause extreme pain. Mention is made of Hippocrates. Verso deals with illnesses of the liver and spleen.","['cause', 'hippocrates', 'illness', 'liver', 'medical', 'pain', 'spleen']"
MS-TS-AS-00088-00010,Medical,0500-01-01,1899-12-31,Recto: description of phlebotomy applied to the saphenous vein. Verso: liver complaints and urinary incontinence.,"['incontinence', 'liver', 'phlebotomy', 'saphenous', 'urinary', 'vein']"
MS-TS-AS-00090-00120,Medical,0500-01-01,1899-12-31,From a medical work dealing with the liver and the illnesses that can affect it.,"['illness', 'liver', 'medical']"
MS-TS-AS-00097-00162,Medical; halaḵa,0500-01-01,1899-12-31,Leaf from a halakhic work dealing with religious advice for people who happen to attend childbirth on the Sabbath.,['childbirth']
MS-TS-AS-00111-00022,Medical,0500-01-01,1899-12-31,"Bifolium from a work on materia medica, describing the use of simples like violet, dried grapes and cloves and addressing unbalance of humours. Includes the beginning of ‘Chapter 20’.","['clove', 'grape', 'humour', 'medica', 'unbalance', 'violet']"
MS-TS-AS-00122-00285,Medical,0500-01-01,1899-12-31,From a medical work dealing with the formation of the foetus in the womb and quoting from Babylonian Talmud Nidda 30b. The lengthy quotation is fully vocalised.,"['foetus', 'medical', 'womb']"
MS-TS-AS-00142-00037,Medical,0500-01-01,1899-12-31,Small fragment of a medical work dealing with sepsis and septic fevers derived from it.,"['fever', 'medical', 'sepsis', 'septic']"
MS-TS-AS-00142-00103,Medical,0500-01-01,1899-12-31,"Leaf from an ophthalmological work, dealing with the treatment of eye complaints and describing a recipe for treating conjunctivitis.","['conjunctivitis', 'eye', 'ophthalmological', 'treating', 'treatment']"
MS-TS-AS-00142-00109,Medical,0500-01-01,1899-12-31,A medical recipe for a preparation of a mixture with sarcocolla and wine.,"['medical', 'preparation', 'sarcocolla', 'wine']"
MS-TS-AS-00142-00137,Medical,0500-01-01,1899-12-31,"From a medical work on anatomy. It describes the brain, cerebral membranes and cavities, with material parallel to Avicenna, Al-qanūn fī l-ṭibb (‘Canon of medicine’; ed. Būlāq, Cairo 1871, II: 4).","['anatomy', 'brain', 'cavity', 'cerebral', 'medical', 'medicine', 'membrane']"
MS-TS-AS-00143-00040,Medical,0500-01-01,1899-12-31,Part of a leaf from a medical work dealing with the treatment of septic fevers.,"['fever', 'medical', 'septic', 'treatment']"
MS-TS-AS-00143-00099,Medical,0500-01-01,1899-12-31,A medical work on the effectiveness of phlebotomy to treat fevers.,"['effectiveness', 'fever', 'medical', 'phlebotomy', 'treat']"
MS-TS-AS-00143-00152,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms V:41-54, in Moses ibn Tibbon’s translation (ed. Muntner, Jerusalem 1961 pp. 106-111).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00143-00243,Medical,0500-01-01,1899-12-31,"From a work on natural philosophy, describing the nature and function of body, soul and bodily humours.","['bodily', 'body', 'humour']"
MS-TS-AS-00143-00270,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Here dealing with urine.","['aphorism', 'hippocrates', 'urine']"
MS-TS-AS-00143-00442,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Here dealing with loss of appetite.","['aphorism', 'appetite', 'hippocrates']"
MS-TS-AS-00143-00443,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Here dealing with fevers.","['aphorism', 'fever', 'hippocrates']"
MS-TS-AS-00143-00444,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Here dealing with fevers.","['aphorism', 'fever', 'hippocrates']"
MS-TS-AS-00144-00003,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms in Moses ibn Tibbon’s translation. Aphorisms: V:64-65; V:70-VI:1 (ed. Muntner, Jerusalem 1961, pp. 115, 117-119).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00004,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: IV:73-74; V:1-2 (ed. Muntner, Jerusalem 1961, pp. 90, 93-94).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00012,Medical,0500-01-01,1899-12-31,"From a medical work dealing with the physiology of the body in adults and the elderly, and the function of blood in the body.","['adult', 'blood', 'body', 'elderly', 'medical', 'physiology']"
MS-TS-AS-00144-00019,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: II:25-26, 31-32 (ed. Muntner, Jerusalem 1961, pp. 40, 42).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00022,Medical,0500-01-01,1899-12-31,"From a medical work presented in the form of questions and answers, dealing with the lungs and stomach.","['lung', 'medical', 'stomach']"
MS-TS-AS-00144-00026,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: VI: 5, 16-18 (ed. Muntner, Jerusalem 1961, pp. 120, 124).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00027,Medical,0500-01-01,1899-12-31,Medical work dealing with substances that can be ingested to help clear kidney stones and expel them through the urinary tract.,"['expel', 'ingested', 'kidney', 'medical', 'tract', 'urinary']"
MS-TS-AS-00144-00043,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation.","['aphorism', 'hippocrates']"
MS-TS-AS-00144-00045,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: IV: 73-76; V:1-5 (ed. Muntner, Jerusalem 1961, pp. 90-91, 93-94).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00062,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: II: 36-38; 43-48 (ed. Muntner, Jerusalem 1961, pp. 47-48).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00080,Medical,0500-01-01,1899-12-31,From a medical work dealing with food and diet.,"['diet', 'food', 'medical']"
MS-TS-AS-00144-00081,Medical,0500-01-01,1899-12-31,"From a medical work dealing with the general principles of the humoral theory, and in particular with black bile and yellow bile. Phlebotomy is mentioned among the useful interventions for curing humoral unbalance.","['bile', 'curing', 'medical', 'phlebotomy', 'unbalance', 'yellow']"
MS-TS-AS-00144-00091,Medical,0500-01-01,1899-12-31,Small piece from a medical work dealing with diseases of the spleen.,"['disease', 'medical', 'spleen']"
MS-TS-AS-00144-00099,Medical,0500-01-01,1899-12-31,From a medical work dealing with food and diet.,"['diet', 'food', 'medical']"
MS-TS-AS-00144-00104,Medical,0500-01-01,1899-12-31,"Leaf from a book on pharmacopoeia, probably of European origin. Measurements are in litres. The fragment describes the preparation of an ointment with oxymel (honey and vinegar), saffron, asparagus, and plantain.","['asparagus', 'honey', 'ointment', 'oxymel', 'pharmacopoeia', 'plantain', 'preparation', 'saffron', 'vinegar']"
MS-TS-AS-00144-00105,Medical,0500-01-01,1899-12-31,"Leaf from a work on pharmacopoeia, probably of European origin. Measurements are in litres. The fragment describes the preparation of compresses for the treating of pain, and addresses the treatment of vertigo and of one-sided migraine (hemicrania).","['hemicrania', 'migraine', 'pain', 'pharmacopoeia', 'preparation', 'treating', 'treatment', 'vertigo']"
MS-TS-AS-00144-00113,Medical,0500-01-01,1899-12-31,From a medical work dealing with colics and with kidney and bladder stones.,"['bladder', 'colic', 'kidney', 'medical']"
MS-TS-AS-00144-00117,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: VI: 11-12; 21-23 (ed. Muntner, Jerusalem 1961, pp. 122, 126).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00139,Medical,0500-01-01,1899-12-31,Leaf from a medical work in Hebrew dealing with anatomy (description of the skull) and pathology (diarrhoea). The fragment mentions Hippocrates and Galen.,"['anatomy', 'diarrhoea', 'galen', 'hippocrates', 'medical', 'pathology', 'skull']"
MS-TS-AS-00179-00036,Medical; document,0500-01-01,1899-12-31,Medical text discussing fevers.,"['fever', 'medical']"
MS-TS-AS-00144-00145,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: II: 27-29, 33-35 (ed. Muntner, Jerusalem 1961, pp. 41, 43-44).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00154,Medical,0500-01-01,1899-12-31,"Leaf from a work on pharmacopeia, dealing with the treatment of various complaints, including a sore swollen throat, and a discussion of the effectiveness of phlebotomy for curing eye illnesses.","['curing', 'effectiveness', 'eye', 'illness', 'pharmacopeia', 'phlebotomy', 'swollen', 'treatment']"
MS-TS-AS-00144-00161,Medical,0500-01-01,1899-12-31,"From a medical work dealing with the Galenic ‘six non-naturals’, and in particular with food, drinks, rest, and sleep.","['food', 'medical', 'rest', 'sleep']"
MS-TS-AS-00144-00165,Literature; medical; jottings,0500-01-01,1899-12-31,"From a literary or historical text describing a meeting between Ibn Rušd (Averroes) and one Amīr al-Muʾminīn, who is not given a name. The discussion between the two focusses on the remedy known as Galen’s theriac, a panacea that should be able to cure leprosy, kidney complaints, toothache, facial paralysis, vertigo, and palpitation. Verso: Arabic jottings.","['cure', 'facial', 'galen', 'kidney', 'leprosy', 'palpitation', 'panacea', 'paralysis', 'remedy', 'theriac', 'toothache', 'vertigo']"
MS-TS-AS-00144-00168,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: V: 5; 13-15 (ed. Muntner, Jerusalem 1961, pp. 94, 97).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00169,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: III: 10-11; 17-18 (ed. Muntner, Jerusalem 1961, pp. 56, 58-59).","['aphorism', 'hippocrates', 'muntner']"
MS-TS-AS-00144-00173,Medical,0500-01-01,1899-12-31,"From an unidentified medical work in Hebrew, preserving the opening text of a section on the kidneys, dealing in particular with kidney pain and blockage caused by excessive heat.","['blockage', 'caused', 'excessive', 'heat', 'kidney', 'medical', 'pain']"
MS-TS-AS-00144-00202,Medical; magical,0500-01-01,1899-12-31,"Part of a recipe describing a mixture of wine and oil to be applied to snake bites, possibly in a magical context. Jottings are found in the lower margin.","['bite', 'magical', 'oil', 'snake', 'wine']"
MS-TS-AS-00144-00204,Medical,0500-01-01,1899-12-31,"Maimonides’ commentary on Hippocrates, Aphorisms, in Moses ibn Tibbon’s translation. Aphorisms: VI: 9-11, 19-21 (ed. Muntner, Jerusalem 1961, pp. 121-22, 125).","['aphorism', 'hippocrates', 'muntner']"
