classmark,token
MS-TS-AR-00019-00008,physician
MS-TS-AR-00019-00008,corresponding
MS-TS-AR-00019-00008,to
MS-TS-AR-00019-00008,chapter
MS-TS-AR-00019-00008,of
MS-TS-AR-00019-00008,the
MS-TS-AR-00019-00008,work
MS-TS-AR-00019-00008,ed
MS-TS-AR-00019-00008,klein-franke
MS-TS-AR-00019-00008,pp
MS-TS-AR-00019-00021,from
MS-TS-AR-00019-00021,lexicon
MS-TS-AR-00019-00021,of
MS-TS-AR-00019-00021,materia
MS-TS-AR-00019-00021,medica
MS-TS-AR-00019-00021,with
MS-TS-AR-00019-00021,entry
MS-TS-AR-00019-00021,beginning
MS-TS-AR-00019-00021,with
MS-TS-AR-00019-00021,the
MS-TS-AR-00019-00021,letter
MS-TS-AR-00019-00021,alif
MS-TS-AR-00019-00021,the
MS-TS-AR-00019-00021,text
MS-TS-AR-00019-00021,is
MS-TS-AR-00019-00021,badly
MS-TS-AR-00019-00021,damaged
MS-TS-AR-00019-00021,and
MS-TS-AR-00019-00021,largely
MS-TS-AR-00019-00021,illegible
MS-TS-AR-00019-00021,there
MS-TS-AR-00019-00021,is
MS-TS-AR-00019-00021,mention
MS-TS-AR-00019-00021,of
MS-TS-AR-00019-00021,muḥammad
MS-TS-AR-00019-00021,ibn
MS-TS-AR-00019-00021,zakariyya
MS-TS-AR-00019-00021,al-rāzī
MS-TS-AR-00019-00021,kitāb
MS-TS-AR-00019-00021,al-muršid
MS-TS-AR-00019-00021,the
MS-TS-AR-00019-00021,guide
MS-TS-AR-00019-00021,and
MS-TS-AR-00019-00021,kitāb
MS-TS-AR-00019-00021,al-hawī
MS-TS-AR-00019-00021,the
MS-TS-AR-00019-00021,comprehensive
MS-TS-AR-00019-00021,book
MS-TS-AR-00021-00112-A,maimonides
MS-TS-AR-00021-00112-A,epitome
MS-TS-AR-00021-00112-A,of
MS-TS-AR-00021-00112-A,galen
MS-TS-AR-00021-00112-A,περὶ
MS-TS-AR-00021-00112-A,τῶν
MS-TS-AR-00021-00112-A,πεπονθότων
MS-TS-AR-00021-00112-A,τόπων
MS-TS-AR-00021-00112-A,de
MS-TS-AR-00021-00112-A,locis
MS-TS-AR-00021-00112-A,affectis
MS-TS-AR-00021-00112-A,from
MS-TS-AR-00021-00112-A,the
MS-TS-AR-00021-00112-A,second
MS-TS-AR-00021-00112-A,and
MS-TS-AR-00021-00112-A,third
MS-TS-AR-00021-00112-A,treatise
MS-TS-AR-00021-00112-A,in
MS-TS-AR-00021-00112-A,judaeo-arabic
MS-TS-AR-00021-00112-A,in
MS-TS-AR-00021-00112-A,maimonides
MS-TS-AR-00021-00112-A,own
MS-TS-AR-00021-00112-A,hand
MS-TS-AR-00021-00112-A,on
MS-TS-AR-00021-00112-A,the
MS-TS-AR-00021-00112-A,margin
MS-TS-AR-00021-00112-A,of
MS-TS-AR-00021-00112-A,there
MS-TS-AR-00021-00112-A,is
MS-TS-AR-00021-00112-A,an
MS-TS-AR-00021-00112-A,example
MS-TS-AR-00021-00112-A,of
MS-TS-AR-00021-00112-A,maimonides
MS-TS-AR-00021-00112-A,arabic
MS-TS-AR-00021-00112-A,handwriting
MS-TS-AR-00029-00017,from
MS-TS-AR-00029-00017,an
MS-TS-AR-00029-00017,arabic
MS-TS-AR-00029-00017,copy
MS-TS-AR-00029-00017,of
MS-TS-AR-00029-00017,ʿalī
MS-TS-AR-00029-00017,ibn
MS-TS-AR-00029-00017,ʿīsā
MS-TS-AR-00029-00017,taḏkirat
MS-TS-AR-00029-00017,al-kaḥḥālīn
MS-TS-AR-00029-00017,memorandum
MS-TS-AR-00029-00017,for
MS-TS-AR-00029-00017,optician
MS-TS-AR-00029-00017,comprising
MS-TS-AR-00029-00017,chapter
MS-TS-AR-00029-00017,of
MS-TS-AR-00029-00017,the
MS-TS-AR-00029-00017,second
MS-TS-AR-00029-00017,discourse
MS-TS-AR-00029-00017,dealing
MS-TS-AR-00029-00017,with
MS-TS-AR-00029-00017,problem
MS-TS-AR-00029-00017,of
MS-TS-AR-00029-00017,the
MS-TS-AR-00029-00017,cornea
MS-TS-AR-00029-00017,detachment
MS-TS-AR-00029-00017,cancer
MS-TS-AR-00029-00017,boil
MS-TS-AR-00029-00017,ed
MS-TS-AR-00029-00017,hyderabad
MS-TS-AR-00029-00017,pp
MS-TS-AR-00029-00079,from
MS-TS-AR-00029-00079,an
MS-TS-AR-00029-00079,elegant
MS-TS-AR-00029-00079,medical
MS-TS-AR-00029-00079,book
MS-TS-AR-00029-00079,dealing
MS-TS-AR-00029-00079,with
MS-TS-AR-00029-00079,physiology
MS-TS-AR-00029-00079,recto
MS-TS-AR-00029-00079,the
MS-TS-AR-00029-00079,faculty
MS-TS-AR-00029-00079,mineral
MS-TS-AR-00029-00079,animal
MS-TS-AR-00029-00079,human
MS-TS-AR-00029-00079,and
MS-TS-AR-00029-00079,natural
MS-TS-AR-00029-00079,and
MS-TS-AR-00029-00079,non-natural
MS-TS-AR-00029-00079,factor
MS-TS-AR-00029-00079,that
MS-TS-AR-00029-00079,interest
MS-TS-AR-00029-00079,the
MS-TS-AR-00029-00079,body
MS-TS-AR-00029-00079,verso
MS-TS-AR-00029-00079,the
MS-TS-AR-00029-00079,artery
MS-TS-AR-00029-00079,and
MS-TS-AR-00029-00079,the
MS-TS-AR-00029-00079,circulation
MS-TS-AR-00029-00079,of
MS-TS-AR-00029-00079,pneuma
MS-TS-AR-00029-00079,in
MS-TS-AR-00029-00079,the
MS-TS-AR-00029-00079,body
MS-TS-AR-00030-00016,medical
MS-TS-AR-00030-00016,recipe
MS-TS-AR-00030-00016,of
MS-TS-AR-00030-00016,uncertain
MS-TS-AR-00030-00016,purpose
MS-TS-AR-00030-00016,with
MS-TS-AR-00030-00016,naša
MS-TS-AR-00030-00016,isḥāq
MS-TS-AR-00030-00016,a
MS-TS-AR-00030-00016,the
MS-TS-AR-00030-00016,first
MS-TS-AR-00030-00016,ingredient
MS-TS-AR-00030-00031,part
MS-TS-AR-00030-00031,of
MS-TS-AR-00030-00031,medical
MS-TS-AR-00030-00031,work
MS-TS-AR-00030-00031,here
MS-TS-AR-00030-00031,dealing
MS-TS-AR-00030-00031,with
MS-TS-AR-00030-00031,apoplexy
MS-TS-AR-00030-00031,and
MS-TS-AR-00030-00031,ailment
MS-TS-AR-00030-00031,causing
MS-TS-AR-00030-00031,immobility
MS-TS-AR-00030-00031,and
MS-TS-AR-00030-00031,lack
MS-TS-AR-00030-00031,of
MS-TS-AR-00030-00031,sensation
MS-TS-AR-00030-00031,in
MS-TS-AR-00030-00031,the
MS-TS-AR-00030-00031,body
MS-TS-AR-00030-00031,galen
MS-TS-AR-00030-00031,is
MS-TS-AR-00030-00031,mentioned
MS-TS-AR-00030-00031,in
MS-TS-AR-00030-00031,the
MS-TS-AR-00030-00031,rubricated
MS-TS-AR-00030-00031,heading
MS-TS-AR-00030-00031,on
MS-TS-AR-00030-00031,both
MS-TS-AR-00030-00031,recto
MS-TS-AR-00030-00031,and
MS-TS-AR-00030-00031,verso
MS-TS-AR-00030-00119,an
MS-TS-AR-00030-00119,arabic
MS-TS-AR-00030-00119,pharmacological
MS-TS-AR-00030-00119,text
MS-TS-AR-00030-00119,including
MS-TS-AR-00030-00119,various
MS-TS-AR-00030-00119,recipe
MS-TS-AR-00030-00119,for
MS-TS-AR-00030-00119,drug
MS-TS-AR-00030-00119,mostly
MS-TS-AR-00030-00119,based
MS-TS-AR-00030-00119,on
MS-TS-AR-00030-00119,vegetable
MS-TS-AR-00030-00119,ingredient
MS-TS-AR-00030-00119,and
MS-TS-AR-00030-00119,aimed
MS-TS-AR-00030-00119,at
MS-TS-AR-00030-00119,curing
MS-TS-AR-00030-00119,the
MS-TS-AR-00030-00119,digestive
MS-TS-AR-00030-00119,system
MS-TS-AR-00030-00246,medico-astrological
MS-TS-AR-00030-00246,text
MS-TS-AR-00030-00246,in
MS-TS-AR-00030-00246,which
MS-TS-AR-00030-00246,instruction
MS-TS-AR-00030-00246,for
MS-TS-AR-00030-00246,the
MS-TS-AR-00030-00246,preparation
MS-TS-AR-00030-00246,of
MS-TS-AR-00030-00246,drug
MS-TS-AR-00030-00246,like
MS-TS-AR-00030-00246,the
MS-TS-AR-00030-00246,first
MS-TS-AR-00030-00246,one
MS-TS-AR-00030-00246,on
MS-TS-AR-00030-00246,the
MS-TS-AR-00030-00246,page
MS-TS-AR-00030-00246,for
MS-TS-AR-00030-00246,potion
MS-TS-AR-00030-00246,with
MS-TS-AR-00030-00246,myrobalan
MS-TS-AR-00030-00246,and
MS-TS-AR-00030-00246,dodder
MS-TS-AR-00030-00246,are
MS-TS-AR-00030-00246,paired
MS-TS-AR-00030-00246,with
MS-TS-AR-00030-00246,description
MS-TS-AR-00030-00246,of
MS-TS-AR-00030-00246,the
MS-TS-AR-00030-00246,house
MS-TS-AR-00030-00246,of
MS-TS-AR-00030-00246,the
MS-TS-AR-00030-00246,zodiac
MS-TS-AR-00030-00246,here
MS-TS-AR-00030-00246,the
MS-TS-AR-00030-00246,sting
MS-TS-AR-00030-00246,of
MS-TS-AR-00030-00246,scorpio
MS-TS-AR-00030-00246,on
MS-TS-AR-00030-00246,recto
MS-TS-AR-00030-00246,and
MS-TS-AR-00030-00246,the
MS-TS-AR-00030-00246,house
MS-TS-AR-00030-00246,of
MS-TS-AR-00030-00246,cancer
MS-TS-AR-00030-00246,on
MS-TS-AR-00030-00246,verso
MS-TS-AR-00030-00246,and
MS-TS-AR-00030-00246,their
MS-TS-AR-00030-00246,influence
MS-TS-AR-00030-00246,on
MS-TS-AR-00030-00246,health
MS-TS-AR-00030-00256,medical
MS-TS-AR-00030-00256,text
MS-TS-AR-00030-00256,on
MS-TS-AR-00030-00256,illness
MS-TS-AR-00030-00256,and
MS-TS-AR-00030-00256,treatment
MS-TS-AR-00030-00256,but
MS-TS-AR-00030-00256,in
MS-TS-AR-00030-00256,poor
MS-TS-AR-00030-00256,state
MS-TS-AR-00030-00256,of
MS-TS-AR-00030-00256,preservation
MS-TS-AR-00030-00257,leaf
MS-TS-AR-00030-00257,from
MS-TS-AR-00030-00257,medical
MS-TS-AR-00030-00257,work
MS-TS-AR-00030-00257,dealing
MS-TS-AR-00030-00257,with
MS-TS-AR-00030-00257,skin
MS-TS-AR-00030-00257,ailment
MS-TS-AR-00030-00257,and
MS-TS-AR-00030-00257,their
MS-TS-AR-00030-00257,treatment
MS-TS-AR-00030-00310,composite
MS-TS-AR-00030-00310,fragment
MS-TS-AR-00030-00310,made
MS-TS-AR-00030-00310,up
MS-TS-AR-00030-00310,of
MS-TS-AR-00030-00310,an
MS-TS-AR-00030-00310,arabic
MS-TS-AR-00030-00310,administrative
MS-TS-AR-00030-00310,document
MS-TS-AR-00030-00310,verso
MS-TS-AR-00030-00310,main
MS-TS-AR-00030-00310,text
MS-TS-AR-00030-00310,pharmaceutical
MS-TS-AR-00030-00310,recipe
MS-TS-AR-00030-00310,verso
MS-TS-AR-00030-00310,interlinear
MS-TS-AR-00030-00310,text
MS-TS-AR-00030-00310,and
MS-TS-AR-00030-00310,marginalia
MS-TS-AR-00030-00310,on
MS-TS-AR-00030-00310,recto
MS-TS-AR-00030-00310,and
MS-TS-AR-00030-00310,verso
MS-TS-AR-00030-00310,work
MS-TS-AR-00030-00310,on
MS-TS-AR-00030-00310,dream
MS-TS-AR-00030-00310,interpretation
MS-TS-AR-00030-00310,with
MS-TS-AR-00030-00310,various
MS-TS-AR-00030-00310,iteration
MS-TS-AR-00030-00310,of
MS-TS-AR-00030-00310,the
MS-TS-AR-00030-00310,formula
MS-TS-AR-00030-00310,he
MS-TS-AR-00030-00310,who
MS-TS-AR-00030-00310,see
MS-TS-AR-00030-00310,that
MS-TS-AR-00030-00310,he…
MS-TS-AR-00030-00310,followed
MS-TS-AR-00030-00310,by
MS-TS-AR-00030-00310,example
MS-TS-AR-00030-00310,of
MS-TS-AR-00030-00310,dream
MS-TS-AR-00030-00310,and
MS-TS-AR-00030-00310,their
MS-TS-AR-00030-00310,interpretation
MS-TS-AR-00034-00056,list
MS-TS-AR-00034-00056,of
MS-TS-AR-00034-00056,simple
MS-TS-AR-00034-00056,from
MS-TS-AR-00034-00056,collection
MS-TS-AR-00034-00056,of
MS-TS-AR-00034-00056,materia
MS-TS-AR-00034-00056,medica
MS-TS-AR-00034-00056,with
MS-TS-AR-00034-00056,quantity
MS-TS-AR-00034-00056,expressed
MS-TS-AR-00034-00056,in
MS-TS-AR-00034-00056,dirham
MS-TS-AR-00034-00120,very
MS-TS-AR-00034-00120,damaged
MS-TS-AR-00034-00120,fragment
MS-TS-AR-00034-00120,containing
MS-TS-AR-00034-00120,the
MS-TS-AR-00034-00120,name
MS-TS-AR-00034-00120,of
MS-TS-AR-00034-00120,drug
MS-TS-AR-00034-00120,and
MS-TS-AR-00034-00120,numeral
MS-TS-AR-00034-00120,possibly
MS-TS-AR-00034-00120,record
MS-TS-AR-00034-00120,of
MS-TS-AR-00034-00120,expense
MS-TS-AR-00034-00120,for
MS-TS-AR-00034-00120,the
MS-TS-AR-00034-00120,purchase
MS-TS-AR-00034-00120,of
MS-TS-AR-00034-00120,medicinal
MS-TS-AR-00034-00120,substance
MS-TS-AR-00034-00150,medical
MS-TS-AR-00034-00150,recipe
MS-TS-AR-00034-00150,for
MS-TS-AR-00034-00150,abū
MS-TS-AR-00034-00150,surūr
MS-TS-AR-00034-00150,written
MS-TS-AR-00034-00150,on
MS-TS-AR-00034-00150,of
MS-TS-AR-00034-00150,tišrīn
MS-TS-AR-00034-00150,al-awwal
MS-TS-AR-00034-00150,october
MS-TS-AR-00034-00150,ingredient
MS-TS-AR-00034-00150,include
MS-TS-AR-00034-00150,senna
MS-TS-AR-00034-00150,plum
MS-TS-AR-00034-00150,tamarind
MS-TS-AR-00034-00150,and
MS-TS-AR-00034-00150,scammony
MS-TS-AR-00034-00150,verso
MS-TS-AR-00034-00150,unidentified
MS-TS-AR-00034-00150,short
MS-TS-AR-00034-00150,text
MS-TS-AR-00034-00150,possibly
MS-TS-AR-00034-00150,another
MS-TS-AR-00034-00150,medical
MS-TS-AR-00034-00150,note
MS-TS-AR-00034-00150,mentioning
MS-TS-AR-00034-00150,the
MS-TS-AR-00034-00150,šaykh
MS-TS-AR-00034-00150,abū
MS-TS-AR-00034-00150,šurūr
MS-TS-AR-00034-00217,medical
MS-TS-AR-00034-00217,recipe
MS-TS-AR-00034-00217,to
MS-TS-AR-00034-00217,treat
MS-TS-AR-00034-00217,an
MS-TS-AR-00034-00217,unidentified
MS-TS-AR-00034-00217,ailment
MS-TS-AR-00034-00217,ingredient
MS-TS-AR-00034-00217,include
MS-TS-AR-00034-00217,tamarind
MS-TS-AR-00034-00217,quince
MS-TS-AR-00034-00217,spinach
MS-TS-AR-00034-00217,caraway
MS-TS-AR-00034-00217,and
MS-TS-AR-00034-00217,mint
MS-TS-AR-00034-00341,list
MS-TS-AR-00034-00341,of
MS-TS-AR-00034-00341,simple
MS-TS-AR-00034-00341,including
MS-TS-AR-00034-00341,sandalwood
MS-TS-AR-00034-00341,arsenic
MS-TS-AR-00034-00341,white
MS-TS-AR-00034-00341,lead
MS-TS-AR-00034-00341,and
MS-TS-AR-00034-00341,other
MS-TS-AR-00034-00341,organic
MS-TS-AR-00034-00341,and
MS-TS-AR-00034-00341,inorganic
MS-TS-AR-00034-00341,material
MS-TS-AR-00035-00089,from
MS-TS-AR-00035-00089,lexicon
MS-TS-AR-00035-00089,of
MS-TS-AR-00035-00089,materia
MS-TS-AR-00035-00089,medica
MS-TS-AR-00035-00089,the
MS-TS-AR-00035-00089,section
MS-TS-AR-00035-00089,on
MS-TS-AR-00035-00089,letter
MS-TS-AR-00035-00089,qāf
MS-TS-AR-00035-00089,the
MS-TS-AR-00035-00089,description
MS-TS-AR-00035-00089,follows
MS-TS-AR-00035-00089,galenic
MS-TS-AR-00035-00089,scheme
MS-TS-AR-00035-00089,that
MS-TS-AR-00035-00089,requires
MS-TS-AR-00035-00089,the
MS-TS-AR-00035-00089,definition
MS-TS-AR-00035-00089,of
MS-TS-AR-00035-00089,the
MS-TS-AR-00035-00089,degree
MS-TS-AR-00035-00089,of
MS-TS-AR-00035-00089,hotness
MS-TS-AR-00035-00089,coldness
MS-TS-AR-00035-00089,dryness
MS-TS-AR-00035-00089,and
MS-TS-AR-00035-00089,moisture
MS-TS-AR-00035-00089,of
MS-TS-AR-00035-00089,every
MS-TS-AR-00035-00089,substance
MS-TS-AR-00035-00089,for
MS-TS-AR-00035-00089,each
MS-TS-AR-00035-00089,simple
MS-TS-AR-00035-00089,useful
MS-TS-AR-00035-00089,application
MS-TS-AR-00035-00089,for
MS-TS-AR-00035-00089,medicine
MS-TS-AR-00035-00089,are
MS-TS-AR-00035-00089,indicated
MS-TS-AR-00035-00159,from
MS-TS-AR-00035-00159,theoretical
MS-TS-AR-00035-00159,work
MS-TS-AR-00035-00159,of
MS-TS-AR-00035-00159,medicine
MS-TS-AR-00035-00159,discussing
MS-TS-AR-00035-00159,the
MS-TS-AR-00035-00159,property
MS-TS-AR-00035-00159,of
MS-TS-AR-00035-00159,drug
MS-TS-AR-00035-00159,and
MS-TS-AR-00035-00159,how
MS-TS-AR-00035-00159,they
MS-TS-AR-00035-00159,relate
MS-TS-AR-00035-00159,to
MS-TS-AR-00035-00159,the
MS-TS-AR-00035-00159,property
MS-TS-AR-00035-00159,of
MS-TS-AR-00035-00159,their
MS-TS-AR-00035-00159,constituent
MS-TS-AR-00035-00159,element
MS-TS-AR-00035-00159,judaeo-arabic
MS-TS-AR-00035-00159,text
MS-TS-AR-00035-00159,is
MS-TS-AR-00035-00159,written
MS-TS-AR-00035-00159,over
MS-TS-AR-00035-00159,the
MS-TS-AR-00035-00159,medical
MS-TS-AR-00035-00159,text
MS-TS-AR-00035-00159,on
MS-TS-AR-00035-00159,verso
MS-TS-AR-00035-00193,the
MS-TS-AR-00035-00193,main
MS-TS-AR-00035-00193,arabic
MS-TS-AR-00035-00193,text
MS-TS-AR-00035-00193,describes
MS-TS-AR-00035-00193,the
MS-TS-AR-00035-00193,definition
MS-TS-AR-00035-00193,of
MS-TS-AR-00035-00193,medicine
MS-TS-AR-00035-00193,a
MS-TS-AR-00035-00193,meeting
MS-TS-AR-00035-00193,of
MS-TS-AR-00035-00193,theory
MS-TS-AR-00035-00193,and
MS-TS-AR-00035-00193,practice
MS-TS-AR-00035-00193,a
MS-TS-AR-00035-00193,contained
MS-TS-AR-00035-00193,in
MS-TS-AR-00035-00193,avicenna
MS-TS-AR-00035-00193,al-qanūn
MS-TS-AR-00035-00193,fī
MS-TS-AR-00035-00193,l-ṭibb
MS-TS-AR-00035-00193,canon
MS-TS-AR-00035-00193,of
MS-TS-AR-00035-00193,medicine
MS-TS-AR-00035-00193,ed
MS-TS-AR-00035-00193,būlāq
MS-TS-AR-00035-00193,more
MS-TS-AR-00035-00193,arabic
MS-TS-AR-00035-00193,and
MS-TS-AR-00035-00193,judaeo-arabic
MS-TS-AR-00035-00193,text
MS-TS-AR-00035-00193,is
MS-TS-AR-00035-00193,jotted
MS-TS-AR-00035-00193,on
MS-TS-AR-00035-00193,the
MS-TS-AR-00035-00193,page
MS-TS-AR-00035-00193,regardless
MS-TS-AR-00035-00193,of
MS-TS-AR-00035-00193,the
MS-TS-AR-00035-00193,direction
MS-TS-AR-00035-00193,of
MS-TS-AR-00035-00193,writing
MS-TS-AR-00035-00193,of
MS-TS-AR-00035-00193,the
MS-TS-AR-00035-00193,main
MS-TS-AR-00035-00193,text
MS-TS-AR-00035-00193,and
MS-TS-AR-00035-00193,overlapping
MS-TS-AR-00035-00193,with
MS-TS-AR-00035-00193,it
MS-TS-AR-00035-00212,recto
MS-TS-AR-00035-00212,hebrew
MS-TS-AR-00035-00212,writing
MS-TS-AR-00035-00212,exercise
MS-TS-AR-00035-00212,mostly
MS-TS-AR-00035-00212,consisting
MS-TS-AR-00035-00212,of
MS-TS-AR-00035-00212,repetition
MS-TS-AR-00035-00212,of
MS-TS-AR-00035-00212,the
MS-TS-AR-00035-00212,doxology
MS-TS-AR-00035-00212,אתה
MS-TS-AR-00035-00212,גחי
MS-TS-AR-00035-00212,צור
MS-TS-AR-00035-00212,מבטן
MS-TS-AR-00035-00212,כל
MS-TS-AR-00035-00212,זעם
MS-TS-AR-00035-00212,סף
MS-TS-AR-00035-00212,קדשך
MS-TS-AR-00035-00212,נפץ
MS-TS-AR-00035-00212,praise
MS-TS-AR-00035-00212,of
MS-TS-AR-00035-00212,god
MS-TS-AR-00035-00212,which
MS-TS-AR-00035-00212,contains
MS-TS-AR-00035-00212,all
MS-TS-AR-00035-00212,the
MS-TS-AR-00035-00212,letter
MS-TS-AR-00035-00212,of
MS-TS-AR-00035-00212,the
MS-TS-AR-00035-00212,hebrew
MS-TS-AR-00035-00212,alphabet
MS-TS-AR-00035-00212,verso
MS-TS-AR-00035-00212,passage
MS-TS-AR-00035-00212,from
MS-TS-AR-00035-00212,the
MS-TS-AR-00035-00212,first
MS-TS-AR-00035-00212,discourse
MS-TS-AR-00035-00212,of
MS-TS-AR-00035-00212,ʿalī
MS-TS-AR-00035-00212,ibn
MS-TS-AR-00035-00212,ʿīsā
MS-TS-AR-00035-00212,taḏkirat
MS-TS-AR-00035-00212,al-kaḥḥalīn
MS-TS-AR-00035-00212,memorandum
MS-TS-AR-00035-00212,for
MS-TS-AR-00035-00212,optician
MS-TS-AR-00035-00212,giving
MS-TS-AR-00035-00212,the
MS-TS-AR-00035-00212,heading
MS-TS-AR-00035-00212,of
MS-TS-AR-00035-00212,the
MS-TS-AR-00035-00212,chapter
MS-TS-AR-00035-00212,on
MS-TS-AR-00035-00212,the
MS-TS-AR-00035-00212,muscle
MS-TS-AR-00035-00212,of
MS-TS-AR-00035-00212,the
MS-TS-AR-00035-00212,eye
MS-TS-AR-00035-00212,pen
MS-TS-AR-00035-00212,exercise
MS-TS-AR-00035-00212,in
MS-TS-AR-00035-00212,arabic
MS-TS-AR-00035-00212,and
MS-TS-AR-00035-00212,hebrew
MS-TS-AR-00035-00212,script
MS-TS-AR-00035-00327,list
MS-TS-AR-00035-00327,of
MS-TS-AR-00035-00327,materia
MS-TS-AR-00035-00327,medica
MS-TS-AR-00035-00327,possibly
MS-TS-AR-00035-00327,an
MS-TS-AR-00035-00327,inventory
MS-TS-AR-00035-00327,of
MS-TS-AR-00035-00327,druggist
MS-TS-AR-00035-00327,store
MS-TS-AR-00035-00363,recipe
MS-TS-AR-00035-00363,to
MS-TS-AR-00035-00363,treat
MS-TS-AR-00035-00363,skin
MS-TS-AR-00035-00363,condition
MS-TS-AR-00035-00363,and
MS-TS-AR-00035-00363,enhance
MS-TS-AR-00035-00363,beauty
MS-TS-AR-00035-00363,the
MS-TS-AR-00035-00363,first
MS-TS-AR-00035-00363,recipe
MS-TS-AR-00035-00363,describes
MS-TS-AR-00035-00363,preparation
MS-TS-AR-00035-00363,aimed
MS-TS-AR-00035-00363,at
MS-TS-AR-00035-00363,beautifying
MS-TS-AR-00035-00363,the
MS-TS-AR-00035-00363,face
MS-TS-AR-00035-00363,and
MS-TS-AR-00035-00363,brightening
MS-TS-AR-00035-00363,the
MS-TS-AR-00035-00363,eye
MS-TS-AR-00035-00363,the
MS-TS-AR-00035-00363,fragment
MS-TS-AR-00035-00363,describes
MS-TS-AR-00035-00363,the
MS-TS-AR-00035-00363,preparation
MS-TS-AR-00035-00363,of
MS-TS-AR-00035-00363,powder
MS-TS-AR-00035-00363,to
MS-TS-AR-00035-00363,be
MS-TS-AR-00035-00363,applied
MS-TS-AR-00035-00363,on
MS-TS-AR-00035-00363,the
MS-TS-AR-00035-00363,skin
MS-TS-AR-00035-00363,it
MS-TS-AR-00035-00363,ingredient
MS-TS-AR-00035-00363,include
MS-TS-AR-00035-00363,chickpea
MS-TS-AR-00035-00363,bean
MS-TS-AR-00035-00363,water
MS-TS-AR-00035-00363,of
MS-TS-AR-00035-00363,barley
MS-TS-AR-00035-00363,and
MS-TS-AR-00035-00363,tragacanth
MS-TS-AR-00035-00363,gum
MS-TS-AR-00035-00366,recto
MS-TS-AR-00035-00366,list
MS-TS-AR-00035-00366,of
MS-TS-AR-00035-00366,simple
MS-TS-AR-00035-00366,provided
MS-TS-AR-00035-00366,with
MS-TS-AR-00035-00366,figure
MS-TS-AR-00035-00366,possibly
MS-TS-AR-00035-00366,quantity
MS-TS-AR-00035-00366,or
MS-TS-AR-00035-00366,price
MS-TS-AR-00035-00366,that
MS-TS-AR-00035-00366,could
MS-TS-AR-00035-00366,have
MS-TS-AR-00035-00366,been
MS-TS-AR-00035-00366,part
MS-TS-AR-00035-00366,of
MS-TS-AR-00035-00366,physician
MS-TS-AR-00035-00366,or
MS-TS-AR-00035-00366,druggist
MS-TS-AR-00035-00366,ledger
MS-TS-AR-00035-00366,of
MS-TS-AR-00035-00366,account
MS-TS-AR-00035-00366,simple
MS-TS-AR-00035-00366,listed
MS-TS-AR-00035-00366,include
MS-TS-AR-00035-00366,clove
MS-TS-AR-00035-00366,apricot
MS-TS-AR-00035-00366,jujube
MS-TS-AR-00035-00366,white
MS-TS-AR-00035-00366,lead
MS-TS-AR-00035-00366,chicory
MS-TS-AR-00035-00366,mastic
MS-TS-AR-00035-00366,tamarind
MS-TS-AR-00035-00366,liquorice
MS-TS-AR-00035-00366,and
MS-TS-AR-00035-00366,sandal
MS-TS-AR-00035-00366,verso
MS-TS-AR-00035-00366,jotting
MS-TS-AR-00035-00366,and
MS-TS-AR-00035-00366,doodle
MS-TS-AR-00035-00391,small
MS-TS-AR-00035-00391,part
MS-TS-AR-00035-00391,of
MS-TS-AR-00035-00391,document
MS-TS-AR-00035-00391,in
MS-TS-AR-00035-00391,which
MS-TS-AR-00035-00391,one
MS-TS-AR-00035-00391,of
MS-TS-AR-00035-00391,the
MS-TS-AR-00035-00391,people
MS-TS-AR-00035-00391,mentioned
MS-TS-AR-00035-00391,is
MS-TS-AR-00035-00391,physician
MS-TS-AR-00035-00391,al-mutaṭabbib
MS-TS-AR-00039-00020,collection
MS-TS-AR-00039-00020,of
MS-TS-AR-00039-00020,pharmacopoeia
MS-TS-AR-00039-00020,describing
MS-TS-AR-00039-00020,mixture
MS-TS-AR-00039-00020,of
MS-TS-AR-00039-00020,powdered
MS-TS-AR-00039-00020,lentil
MS-TS-AR-00039-00020,and
MS-TS-AR-00039-00020,water
MS-TS-AR-00039-00020,to
MS-TS-AR-00039-00020,be
MS-TS-AR-00039-00020,applied
MS-TS-AR-00039-00020,to
MS-TS-AR-00039-00020,the
MS-TS-AR-00039-00020,the
MS-TS-AR-00039-00020,head
MS-TS-AR-00039-00020,for
MS-TS-AR-00039-00020,curing
MS-TS-AR-00039-00020,headache
MS-TS-AR-00039-00020,and
MS-TS-AR-00039-00020,cosmetic
MS-TS-AR-00039-00020,preparation
MS-TS-AR-00039-00020,aimed
MS-TS-AR-00039-00020,at
MS-TS-AR-00039-00020,keeping
MS-TS-AR-00039-00020,the
MS-TS-AR-00039-00020,hair
MS-TS-AR-00039-00020,black
MS-TS-AR-00039-00020,and
MS-TS-AR-00039-00020,enhancing
MS-TS-AR-00039-00020,the
MS-TS-AR-00039-00020,growth
MS-TS-AR-00039-00020,of
MS-TS-AR-00039-00020,eyebrow
MS-TS-AR-00039-00020,ingredient
MS-TS-AR-00039-00020,include
MS-TS-AR-00039-00020,the
MS-TS-AR-00039-00020,ground
MS-TS-AR-00039-00020,horn
MS-TS-AR-00039-00020,of
MS-TS-AR-00039-00020,goat
MS-TS-AR-00039-00020,magical
MS-TS-AR-00039-00020,characteres
MS-TS-AR-00039-00020,take
MS-TS-AR-00039-00020,up
MS-TS-AR-00039-00020,most
MS-TS-AR-00039-00020,of
